name,carbs,sugar,s_fat,discounted price,kcal,url,fat,categorys,protein,original price,salt,amount
"Kriaušių,lapinių kopūstų, citrinžolių vais. kokteilis FROOSH, 250 ml",10.9,10.0,0.0,nan,49.0,https://www.barbora.lt/produktai/kriausiu-lapiniu-kopustu-citrinzoliu-vais-kokteilis-froosh-250-ml,0.1,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Vaisių tyrės ir kokteiliai",0.4,2.28,0.01,250
"Negazuotas citrinos skonio vanduo VICHY VIVA FRESH, 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-citrinos-skonio-vanduo-vichy-viva-fresh-500-ml,nan,Gėrimai	Gaivieji gėrimai	Negazuoti vaisvandeniai,nan,0.59,nan,500
"Nealkoholinis alus KRONENBOURG 1664 BLANC (0,5%), 330 ml",6.1,1.2,0.0,0.79,35.0,https://www.barbora.lt/produktai/nealkoholinis-alus-kronenbourg-1664-blanc-0-5-proc-330-ml,0.2,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,0.4,0.99,0.01,330
"Gazuotas gėrimas COCA COLA, 330 ml",10.6,10.6,0.0,0.45,42.0,https://www.barbora.lt/produktai/gazuotas-gerimas-coca-cola-330-ml-1134706,0.0,Gėrimai	Gaivieji gėrimai	Gazuoti vaisvandeniai,0.0,0.59,0.0,330
"Gazuotas gėrimas COCA COLA, 2 l",10.6,10.6,0.0,nan,42.0,https://www.barbora.lt/produktai/gazuotas-gerimas-coca-cola-2-l,0.0,Gėrimai	Gaivieji gėrimai	Gazuoti vaisvandeniai,0.0,1.65,0.0,2000
"Gazuotas gėrimas COCA COLA, 1,5 l",10.6,10.6,0.0,nan,42.0,https://www.barbora.lt/produktai/gazuotas-gerimas-coca-cola-1-5-l,0.0,Gėrimai	Gaivieji gėrimai	Gazuoti vaisvandeniai,0.0,1.35,0.0,1500
"Baltasis pus. sausas vyno gėrimas FREIXENET MIA SANGRIA (7.5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/baltasis-pus-sausas-vyno-gerimas-freixenet-mia-sangria-7-5-proc-750-ml,nan,Gėrimai	Vynas	Baltas vynas,nan,6.59,nan,750
"Raudonasis pus. saldus vyno gėrimas FREIXENET MIA SANGRIA (8.5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/raudonasis-pus-saldus-vyno-gerimas-freixenet-mia-sangria-8-5-proc-750-ml,nan,Gėrimai	Vynas	Raudonas ir rausvas vynas,nan,4.99,nan,750
"Vyšnių skonio izotoninis gėrimas POWERADE CHERRY, 500 ml",3.9,3.9,0.0,nan,17.0,https://www.barbora.lt/produktai/vysniu-skonio-izotoninis-gerimas-powerade-cherry-500-ml,0.0,Gėrimai	Gaivieji gėrimai	Izotoniniai gėrimai,0.0,0.99,0.13,500
"Nealkoholinis obuolių sidras SOMERSBY (0%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/nealkoholinis-obuoliu-sidras-somersby-0-proc-330-ml,nan,Gėrimai	Nealkoholiniai gėrimai	Kiti nealkoholiniai gėrimai,nan,0.99,nan,330
"Obuolių sultys MAXIMA FAVORIT, 1 l",9.9,9.5,0.01,0.59,41.0,https://www.barbora.lt/produktai/obuoliu-sultys-maxima-favorit-1-l,0.01,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Sultys",0.1,0.85,0.01,1000
"Negazuotas persikų skonio gaivusis arbatos gėrimas  FUZETEA, 1,5 l",4.4,4.4,0.0,0.96,19.0,https://www.barbora.lt/produktai/negazuotas-persiku-skonio-gaivusis-arbatos-gerimas-fuzetea-1-5-l,0.0,Gėrimai	Gaivieji gėrimai	Šaltoji arbata,0.0,1.37,0.03,1500
"Nealkoholinis ekologiškas alus CARLSBERG (0,5%), 330 ml",nan,nan,nan,0.79,nan,https://www.barbora.lt/produktai/nealkoholinis-ekologiskas-alus-carlsberg-0-5-proc-330-ml,nan,Gėrimai	Nealkoholiniai gėrimai	Nealkoholinis alus,nan,0.99,nan,330
"Aviečių sorbetas PREMIA, 73 g",26.0,26.0,0.0,0.65,103.0,https://www.barbora.lt/produktai/avieciu-sorbetas-premia-73-g,0.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.0,0.89,0.09,73
"Mangų sorbetas PREMIA, 73 g",26.0,26.0,0.0,0.65,105.0,https://www.barbora.lt/produktai/mangu-sorbetas-premia-73-g,0.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,0.0,0.89,0.09,73
"Vanilės skonio ledai SUPER VIVA JAM su braškių įdaru, 100 g",27.0,22.0,7.0,nan,228.0,https://www.barbora.lt/produktai/vaniles-skonio-ledai-super-viva-jam-su-braskiu-idaru-100-g,11.0,Šaldytas maistas	Ledai ir ledo kubeliai	Ledai porcijomis,4.1,0.99,0.17,100
"Pieniškos bandelės, 400 g",57.0,15.0,1.5,nan,385.0,https://www.barbora.lt/produktai/pieniskos-bandeles-400-g,13.0,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Saldžios bandelės,9.2,2.15,0.78,400
"Bandelė su fetos sūriu, špinatų ir varškės įdaru, 75 g",33.8,5.3,9.9,nan,341.0,https://www.barbora.lt/produktai/bandele-su-fetos-suriu-spinatu-ir-varskes-idaru-75-g,18.1,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai kepti užkandžiai",11.5,0.69,1.7,75
"Pieniškos bandelės su šokoladu, 400 g",52.0,19.0,3.2,nan,367.0,https://www.barbora.lt/produktai/pieniskos-bandeles-su-sokoladu-400-g,13.0,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Saldžios bandelės,9.3,2.25,0.83,400
"Negazuotas citrinų skonio gaivusis arbatos gėrimas  FUZETEA, 500 ml",4.5,4.5,0.0,0.61,19.0,https://www.barbora.lt/produktai/negazuotas-citrinu-skonio-gaivusis-arbatos-gerimas-fuzetea-500-ml,0.0,Gėrimai	Gaivieji gėrimai	Šaltoji arbata,0.0,0.87,0.02,500
"Obuolių, aronijų, vyšnių ir žemuogių gėrimas TYMBARK, 20%, 200 ml",9.7,9.7,0.0,nan,39.0,https://www.barbora.lt/produktai/obuoliu-aroniju-vysniu-ir-zemuogiu-gerimas-tymbark-20-proc-200-ml,0.0,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Sulčių gėrimai",0.0,0.35,0.0,200
"Spiritinis gėrimas CAPTAIN MORGAN ORIGINAL SPICED GOLD (35%), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/spiritinis-gerimas-captain-morgan-original-spiced-gold-35-proc-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Džinas ir romas,nan,15.99,nan,700
"Degtinė STOLICHNAYA PREMIUM VODKA (40%), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/degtine-stolichnaya-premium-vodka-40-proc-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Degtinė,nan,10.99,nan,700
"Citrinų skonio izotoninis gėrimas POWERADE LEMON, 500 ml",3.9,3.9,0.0,nan,17.0,https://www.barbora.lt/produktai/citrinu-skonio-izotoninis-gerimas-powerade-lemon-500-ml,0.0,Gėrimai	Gaivieji gėrimai	Izotoniniai gėrimai,0.0,0.99,0.13,500
"Pomidorų sultys TYMBARK (100%), 300 ml",2.2,2.1,0.05,nan,16.0,https://www.barbora.lt/produktai/pomidoru-sultys-tymbark-100-proc-300-ml,0.2,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Sultys",0.8,0.89,0.6,300
"Gazuotas gėrimas SCHWEPPES SPRITZ, 200 ml",5.6,5.6,0.0,nan,26.0,https://www.barbora.lt/produktai/gazuotas-gerimas-schweppes-spritz-200-ml,0.0,Gėrimai	Gaivieji gėrimai	Gazuoti vaisvandeniai,0.0,1.19,0.1,200
"Gaz.gaivusis gėrimas VICHY FRESH BUBBLES su obuolių sultimis, 1,5 l",9.2,8.9,0.1,nan,39.0,https://www.barbora.lt/produktai/gaz-gaivusis-gerimas-vichy-fresh-bubbles-su-obuoliu-sultimis-1-5-l,0.5,Gėrimai	Gaivieji gėrimai	Gazuoti vaisvandeniai,0.5,0.99,0.1,1500
"Šviesusis alus ŠVYTURYS EKSTRA (5,2%), 500 ml",nan,nan,nan,nan,43.0,https://www.barbora.lt/produktai/sviesusis-alus-svyturys-ekstra-5-2-proc-500-ml-836371,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,1.09,nan,500
"Negazuotas mineralinis vanduo VITTEL, 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-mineralinis-vanduo-vittel-750-ml,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,1.29,nan,750
"Negazuotas mineralinis vanduo VITTEL, 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-mineralinis-vanduo-vittel-500-ml,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,0.89,nan,500
"Negazuotas mineralinis vanduo VITTEL, 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-mineralinis-vanduo-vittel-330-ml,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,0.79,nan,330
"AGOTOS visų grūdo dalių duona su mažai cukrų, 375 g",38.0,2.1,0.1,nan,219.0,https://www.barbora.lt/produktai/agotos-visu-grudo-daliu-duona-su-mazai-cukru-375-g,2.1,Duonos gaminiai ir konditerija	Duona	Tamsi duona,8.6,0.95,0.96,375
"Juoda raikyta BOČIŲ duona, 500 g",49.8,4.4,0.1,nan,241.0,https://www.barbora.lt/produktai/juoda-raikyta-bociu-duona-500-g,0.9,Duonos gaminiai ir konditerija	Duona	Tamsi duona,5.59,0.79,1.0,500
"Juoda raikyta NAMINĖ duona, 650 g",51.7,5.4,0.1,nan,247.0,https://www.barbora.lt/produktai/juoda-raikyta-namine-duona-650-g,0.9,Duonos gaminiai ir konditerija	Duona	Tamsi duona,6.0,0.99,1.0,650
"Gardėsio batonas su kefyru ir kalciu, 350 g",56.6,5.8,0.6,nan,302.0,https://www.barbora.lt/produktai/gardesio-batonas-su-kefyru-ir-kalciu-350-g,4.0,Duonos gaminiai ir konditerija	Duona	Batonas,9.1,0.79,1.0,350
"Prancūziška skrudinamoji duona TOSTE, 500 g",52.0,4.7,1.0,1.11,298.0,https://www.barbora.lt/produktai/prancuziska-skrudinamoji-duona-toste-500-g,6.1,Duonos gaminiai ir konditerija	Duona	Sumuštinių duona ir duonelės,7.5,1.39,1.03,500
"Sviestinis kruasanas, 45 g",38.2,6.2,13.7,nan,367.0,https://www.barbora.lt/produktai/sviestinis-kruasanas-45-g,20.4,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos saldžios bandelės",6.5,0.29,0.99,45
"Negazuotas natūralus mineralinis vanduo NEPTŪNAS, 1,5 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-naturalus-mineralinis-vanduo-neptunas-1-5-l,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,0.62,nan,1500
"Putojantis sausas vynas MARTINI BRUT (11,5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-sausas-vynas-martini-brut-11-5-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,9.99,nan,750
"Airiškas viskis JAMESON (40%), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/airiskas-viskis-jameson-irish-whisky-40-proc-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Viskis,nan,18.97,nan,700
"Putojantis sausas vynas MARTINI PROSECCO su SKVN (11,5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/rusinis-putojantis-sausas-vynas-martini-prosecco-pkr-11-5-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,8.99,nan,750
"Gazuotas gėrimas PEPSI, 500 ml",11.0,11.0,0.0,nan,43.0,https://www.barbora.lt/produktai/gazuotas-gerimas-pepsi-500-ml,0.0,Gėrimai	Gaivieji gėrimai	Gazuoti vaisvandeniai,0.0,0.75,0.1,500
"Gazuotas gėrimas PEPSI, 330 ml",11.0,11.0,0.0,nan,43.0,https://www.barbora.lt/produktai/gazuotas-gerimas-pepsi-330-ml,0.0,Gėrimai	Gaivieji gėrimai	Gazuoti vaisvandeniai,0.0,0.52,0.1,330
"Negazuotas natūralus mineralinis vanduo BIRUTĖ, 1,5 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-naturalus-mineralinis-vanduo-birute-1-5-l,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,0.64,nan,1500
"Sumuštinių duona LABA AVIŽA, 550 g",37.0,2.6,0.6,nan,242.0,https://www.barbora.lt/produktai/sumustiniu-duona-laba-aviza-550-g,3.5,Duonos gaminiai ir konditerija	Duona	Sumuštinių duona ir duonelės,13.0,1.35,1.1,550
"GARDĖSIO sumuštinių duona su kefyru, 450 g",50.0,5.3,0.8,nan,266.0,https://www.barbora.lt/produktai/gardesio-sumustiniu-duona-su-kefyru-450-g,3.8,Duonos gaminiai ir konditerija	Duona	Sumuštinių duona ir duonelės,8.0,1.29,1.0,450
"Plikyta raikyta KLAIPĖDOS duona, 380 g",52.0,2.7,0.15,nan,252.0,https://www.barbora.lt/produktai/plikyta-raikyta-klaipedos-duona-380-g,1.0,Duonos gaminiai ir konditerija	Duona	Šviesi duona,6.7,0.79,1.0,380
"Juoda duona JORĖ be pridėtinio cukraus, 300 g",45.4,4.3,0.2,nan,221.0,https://www.barbora.lt/produktai/juoda-duona-jore-be-pridetinio-cukraus-300-g,1.5,Duonos gaminiai ir konditerija	Duona	Tamsi duona,6.8,0.85,0.6,290
"Juoda BOČIŲ duona be pridėtinio cukraus, 400 g",44.3,4.3,0.2,0.71,217.0,https://www.barbora.lt/produktai/juoda-bociu-duona-be-pridetinio-cukraus-400-g,1.6,Duonos gaminiai ir konditerija	Duona	Tamsi duona,7.9,0.89,0.7,400
"Raikytas MAMOS batonas, 500 g",58.2,3.8,0.3,nan,299.0,https://www.barbora.lt/produktai/raikytas-mamos-batonas-500-g,3.2,Duonos gaminiai ir konditerija	Duona	Batonas,8.2,0.73,1.1,500
"Tamsi SĖKLŲ duona, 400 g",29.9,6.0,2.1,nan,343.0,https://www.barbora.lt/produktai/tamsi-seklu-duona-400-g,19.6,Duonos gaminiai ir konditerija	Duona	Tamsi duona su pagardais,11.6,1.39,0.9,400
"Raikytas SOSTINĖS batonas, 400 g",50.0,2.6,0.3,nan,268.0,https://www.barbora.lt/produktai/raikytas-sostines-batonas-400-g,3.3,Duonos gaminiai ir konditerija	Duona	Batonas,8.9,0.74,1.0,400
"Nealkoholinis sidras STOWFORD PRESS (0,5%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/nealkoholinis-sidras-stowford-press-0-5-proc-330-ml,nan,Gėrimai	Nealkoholiniai gėrimai	Kiti nealkoholiniai gėrimai,nan,1.79,nan,330
"Baltasis pusiau sausas putojantis vynas TORLEY TALISMAN (11.5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/baltasis-pusiau-sausas-putojantis-vynas-torley-talisman-11-5-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,4.99,nan,750
"Putojantis sausas vynas FREIXENET PROSECCO su SKVN (11%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/putojantis-sausas-vynas-freixenet-prosecco-su-skvn-11-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,11.99,nan,750
"Baltasis sausas putojantis vynas TORLEY GALA (11.5%), 750 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/baltasis-sausas-putojantis-vynas-torley-gala-11-5-proc-750-ml,nan,Gėrimai	Vynas	Putojantis vynas,nan,4.99,nan,750
"UTENOS šviesusis alus LAGER BEER (5%), 568 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/utenos-sviesusis-alus-lager-beer-5-proc-568-ml-br00159,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,1.09,nan,568
"Kvietinis alus HOEGAARDEN (4,9%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/kvietinis-alus-hoegaarden-4-9-proc-330-ml-br00904,nan,Gėrimai	Alus ir sidras	Kvietinis alus,nan,1.49,nan,330
"Šviesusis alus BECK'S (5%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/sviesusis-alus-beck-s-5-proc-330-ml,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,1.19,nan,330
"Picos užkandėlė su kumpiu ir paprikomis, 100 g",37.0,10.54,6.37,nan,210.29,https://www.barbora.lt/produktai/picos-uzkandele-su-kumpiu-ir-paprikomis-100-g,14.21,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai kepti užkandžiai",11.6,0.91,2.03,100
"Itališka čiabata DOMIPAN su alyvuogėmis, 225 g",55.0,0.5,0.4,0.68,289.0,https://www.barbora.lt/produktai/italiska-ciabata-domipan-su-alyvuogemis-225-g,3.3,Duonos gaminiai ir konditerija	Šviežiai kepta duona	Šviežiai kepta šviesi duona su pagardais,8.7,0.85,2.0,225
"Kietųjų kviečių prancūziškas batonas DOMIPAN su sėklomis, 300 g",46.0,0.64,0.62,0.95,271.0,https://www.barbora.lt/produktai/kietuju-kvieciu-prancuziskas-batonas-domipan-su-seklomis-300-g,5.2,Duonos gaminiai ir konditerija	Šviežiai kepta duona	Šviežiai keptas batonas,8.7,1.19,1.4,320
"Šviesi raikyta duona PALANGA MOČIUČIŲ su saulėgrąžomis, 400 g",49.6,3.2,0.7,0.68,260.0,https://www.barbora.lt/produktai/sviesi-raikyta-duona-palanga-mociuciu-su-saulegrazomis-400-g,4.2,Duonos gaminiai ir konditerija	Duona	Šviesi duona su pagardais,7.2,0.85,0.7,400
"Raikytas KLAIPĖDOS batonas, 400 g",50.2,3.2,0.3,nan,257.0,https://www.barbora.lt/produktai/raikytas-klaipedos-batonas-400-g,3.0,Duonos gaminiai ir konditerija	Duona	Batonas,7.3,0.79,0.9,400
"Šviesi ruginė raikyta GUDOBELĖS duona, 700 g",47.7,4.2,0.2,nan,246.0,https://www.barbora.lt/produktai/sviesi-rugine-raikyta-gudobeles-duona-700-g,1.8,Duonos gaminiai ir konditerija	Duona	Šviesi duona,6.3,0.95,0.9,700
"Šviesi ruginė raikyta GUDOBELĖS duona, 340 g",47.7,4.2,0.2,nan,246.0,https://www.barbora.lt/produktai/sviesi-rugine-raikyta-gudobeles-duona-340-g,1.8,Duonos gaminiai ir konditerija	Duona	Šviesi duona,6.3,0.59,0.9,340
"PIENIŠKAS batonas, 350 g",52.6,3.31,0.17,nan,272.0,https://www.barbora.lt/produktai/pieniskas-batonas-350-g,2.5,Duonos gaminiai ir konditerija	Duona	Batonas,7.8,0.49,1.0,350
"Amerikietiškas viskis FOUR ROSES (40%), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/viskis-four-roses-40-proc-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Viskis,nan,18.19,nan,700
"VOLFO ENGELMAN švies. alus RINKTINIS (5,2%, 4 vnt. x 568 ml), 2,27 l",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/volfo-engelman-svies-alus-rinktinis-5-2-proc-4-vnt-x-568-ml-2-27-l-br00143,nan,Gėrimai	Alus ir sidras	Alaus pakuotės,nan,4.29,nan,2272
"Škotiškas viskis JOHNNIE WALKER BLENDERS' BATCH RED RYE FINISH (40%), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/skotiskas-viskis-johnnie-walker-blenders-batch-red-rye-finish-40-proc-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Viskis,nan,21.99,nan,700
"VILNIAUS ALAUS kvietinis alus (5%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/vilniaus-alaus-kvietinis-alus-5-proc-330-ml,nan,Gėrimai	Alus ir sidras	Kvietinis alus,nan,0.84,nan,330
"VILNIAUS ALAUS tamsusis alus (5,6%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/vilniaus-alaus-tamsusis-alus-5-6-proc-330-ml,nan,Gėrimai	Alus ir sidras	Tamsus alus,nan,0.84,nan,330
"VILNIAUS ALAUS šviesusis nefiltruotas alus (5,2%), 330 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/vilniaus-alaus-sviesusis-nefiltruotas-alus-5-2-proc-330-ml,nan,Gėrimai	Alus ir sidras	Šviesus alus,nan,0.84,nan,330
"Škotiškas viskis STRATHISLA 12 Y.O. (40%, dėžutėje), 700 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/skotiskas-viskis-strathisla-12-y-o-40-proc-dezuteje-700-ml,nan,Gėrimai	Stiprieji alkoholiniai gėrimai	Viskis,nan,38.0,nan,700
"Sumuštinių duona BEATOS VIRTUVĖ su sėklomis, 400 g",42.4,3.9,0.9,nan,311.0,https://www.barbora.lt/produktai/sumustiniu-duona-beatos-virtuve-su-seklomis-400-g,9.4,Duonos gaminiai ir konditerija	Duona	Sumuštinių duona ir duonelės,11.9,1.24,1.0,400
"Balta raikyta duona JORĖ, pagardinta sėklomis, 280 g",46.0,6.0,0.6,nan,255.0,https://www.barbora.lt/produktai/balta-raikyta-duona-jore-pagardinta-seklomis-280-g,4.8,Duonos gaminiai ir konditerija	Duona	Šviesi duona su pagardais,7.0,0.89,0.7,280
"VAIKŲ SVAJONIŲ bandelės su varške, 130 g",44.8,14.4,5.2,nan,309.0,https://www.barbora.lt/produktai/vaiku-svajoniu-bandeles-su-varske-130-g,10.9,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Saldžios bandelės,7.9,0.79,0.5,130
"Pieninio šokolado skonio PREMIUM bandelės su cinamonu, 130 g",60.0,21.1,5.1,nan,341.0,https://www.barbora.lt/produktai/pieninio-sokolado-skonio-premium-bandeles-su-cinamonu-130-g,8.4,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Saldžios bandelės,6.5,0.79,0.8,130
"Raikytas PIENIŠKAS batonas, 350 g",56.7,4.3,0.5,nan,297.0,https://www.barbora.lt/produktai/raikytas-pieniskas-batonas-350-g,3.6,Duonos gaminiai ir konditerija	Duona	Batonas,8.3,0.69,1.0,350
"Armėniška duona LAVAŠ, 192 g",53.4,0.3,0.2,nan,273.0,https://www.barbora.lt/produktai/armeniska-duona-lavas-192-g,1.2,Duonos gaminiai ir konditerija	Kiti duonos gaminiai	Kiti duonos gaminiai,8.8,0.99,0.4,192
"Kruasanas su šokoladiniu įdaru, 75 g",50.5,20.6,10.2,nan,466.0,https://www.barbora.lt/produktai/kruasanas-su-sokoladiniu-idaru-75-g,25.0,"Duonos gaminiai ir konditerija	Šviežiai keptos bandelės, užkandžiai	Šviežiai keptos saldžios bandelės",8.5,0.49,1.58,75
"Šviesi ruginė raikyta PALANGOS duona, 340 g",49.0,4.8,0.2,nan,236.0,https://www.barbora.lt/produktai/sviesi-rugine-raikyta-palangos-duona-340-g,1.5,Duonos gaminiai ir konditerija	Duona	Šviesi duona,5.6,0.61,0.9,340
"Didelės mėsainio bandelės MANTINGA su sezamais, atitirpintos, 164 g",52.0,5.8,0.6,nan,287.0,https://www.barbora.lt/produktai/dideles-mesainio-bandeles-mantinga-su-sezamais-atitirpintos-164-g,4.8,Duonos gaminiai ir konditerija	Bandelės ir spurgos	Nesaldžios bandelės,7.9,0.7,1.2,164
"Tamsusis alus VOLFO ENGELMAN BOHEMIAN (4,2%), 568 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/tamsusis-alus-volfo-engelman-bohemian-4-2-proc-568-ml,nan,Gėrimai	Alus ir sidras	Tamsus alus,nan,1.09,nan,568
"Įvairių vaisių ir morkų sultys TYMBARK, 1 l",12.0,12.0,0.0,nan,51.0,https://www.barbora.lt/produktai/ivairiu-vaisiu-ir-morku-sultys-tymbark-1-l,0.0,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Sultys",0.0,1.85,0.1,1000
"Negazuotas šaltinio vanduo ŽALIA GIRIA PREMIUM, 500 ml",nan,nan,nan,nan,nan,https://www.barbora.lt/produktai/negazuotas-saltinio-vanduo-zalia-giria-premium-500-ml,nan,Gėrimai	Vanduo	Negazuotas vanduo,nan,0.41,nan,500
"Įvairių vaisių sulčių gėrimas DINO (20%), 200 ml",2.2,2.2,nan,nan,9.0,https://www.barbora.lt/produktai/ivairiu-vaisiu-sulciu-gerimas-dino-20-proc-200-ml,0.05,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Sulčių gėrimai",0.05,0.2,nan,200
"Persikų ir vynuogių sulčių gėrimas DINO (20%), 200 ml",12.0,12.0,0.0,nan,48.0,https://www.barbora.lt/produktai/persiku-ir-vynuogiu-sulciu-gerimas-dino-20-proc-200-ml,0.5,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Sulčių gėrimai",0.05,0.2,0.02,200
"Įvairių vaisių nektaras ELMENHORSTER (50%), 1 l",5.0,5.0,0.0,nan,22.0,https://www.barbora.lt/produktai/ivairiu-vaisiu-nektaras-elmenhorster-50-proc-1-l,0.0,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Nektarai",0.0,1.25,0.0,1000
"Granatų sultys GRANDA, 1 l",10.1,4.5,0.0,nan,42.0,https://www.barbora.lt/produktai/granatu-sultys-granda-1-l,0.0,"Gėrimai	Sultys, nektarai ir sulčių gėrimai	Sultys",0.4,1.83,0.0,1000
"Pyragas su plikyto kremo, razinų ir cukatų įdaru, 420 g",60.6,21.9,2.1,nan,307.0,https://www.barbora.lt/produktai/pyragas-su-plikyto-kremo-razinu-ir-cukatu-idaru-420-g,5.0,"Duonos gaminiai ir konditerija	Duonos pyragai, keksai ir keksiukai	Duonos pyragai",5.7,1.49,0.6,420
"Mini džiūvėsėliai SONKO, 120 g",70.0,5.2,4.3,nan,423.0,https://www.barbora.lt/produktai/mini-dziuveseliai-sonko-120-g,10.0,"Duonos gaminiai ir konditerija	Džiūvėsiai, riestainiai, meduoliai ir javinukai	Džiūvėsiai",11.0,1.03,1.1,120
"Vaniliniai džiūvėsėliai JDC, 200 g",77.68,20.38,4.79,nan,449.0,https://www.barbora.lt/produktai/vaniliniai-dziuveseliai-jdc-200-g,10.6,"Duonos gaminiai ir konditerija	Džiūvėsiai, riestainiai, meduoliai ir javinukai	Džiūvėsiai",10.63,0.77,0.9,200
"Kakavinis keksiukas su šokolado gabaliukais, 125 g",42.55,18.03,3.83,nan,448.34,https://www.barbora.lt/produktai/kakavinis-keksiukas-su-sokolado-gabaliukais-125-g-1173931,28.01,"Duonos gaminiai ir konditerija	Duonos pyragai, keksai ir keksiukai	Keksai ir keksiukai",6.81,0.84,0.0,125
"URTĖS tamsi visagrūdė duona, 400 g",36.0,2.4,1.1,nan,294.0,https://www.barbora.lt/produktai/urtes-tamsi-visagrude-duona-400-g,7.5,Duonos gaminiai ir konditerija	Duona	Tamsi duona,11.0,1.29,1.1,400
"LIETUVAITĖ sumuštinių duona, 500 g",50.0,3.9,0.4,nan,272.0,https://www.barbora.lt/produktai/lietuvaite-sumustiniu-duona-500-g,4.1,Duonos gaminiai ir konditerija	Duona	Sumuštinių duona ir duonelės,7.5,1.09,1.0,500
